cod_ibge;municipio;state;population
2202539;Caraúbas do Piauí ;PI;5890
2202554;Caridade do Piauí ;PI;5085
2202604;Castelo do Piauí ;PI;19715
2202653;Caxingó ;PI;5451
2202703;Cocal ;PI;27845
2202711;Cocal de Telha ;PI;4899
2202729;Cocal dos Alves ;PI;6168
2202737;Coivaras ;PI;4032
2202752;Colônia do Gurguéia ;PI;6516
2202778;Colônia do Piauí ;PI;7661
2202802;Conceição do Canindé ;PI;4807
2202851;Coronel José Dias ;PI;4685
2202901;Corrente ;PI;26709
2203008;Cristalândia do Piauí ;PI;8323
2203107;Cristino Castro ;PI;10444
2203206;Curimatá ;PI;11426
2203230;Currais ;PI;4968
2203255;Curralinhos ;PI;4459
2203271;Curral Novo do Piauí ;PI;5367
2203305;Demerval Lobão ;PI;13840
2203354;Dirceu Arcoverde ;PI;7029
2203404;Dom Expedito Lopes ;PI;6922
2203420;Domingos Mourão ;PI;4354
2203453;Dom Inocêncio ;PI;9565
2203503;Elesbão Veloso ;PI;14575
2203602;Eliseu Martins ;PI;4930
2203701;Esperantina ;PI;39848
2203750;Fartura do Piauí ;PI;5319
2203800;Flores do Piauí ;PI;4462
2203859;Floresta do Piauí ;PI;2560
2203909;Floriano ;PI;60025
2204006;Francinópolis ;PI;5347
2204105;Francisco Ayres ;PI;4323
2204154;Francisco Macedo ;PI;3200
2204204;Francisco Santos ;PI;9372
2204303;Fronteiras ;PI;11659
2204352;Geminiano ;PI;5460
2204402;Gilbués ;PI;10694
2204501;Guadalupe ;PI;10497
2204550;Guaribas ;PI;4568
2204600;Hugo Napoleão ;PI;3879
2204659;Ilha Grande ;PI;9457
2204709;Inhuma ;PI;15319
2204808;Ipiranga do Piauí ;PI;9838
2204907;Isaías Coelho ;PI;8566
2205003;Itainópolis ;PI;11551
2205102;Itaueira ;PI;11028
2205151;Jacobina do Piauí ;PI;5729
2205201;Jaicós ;PI;19170
2205250;Jardim do Mulato ;PI;4513
2205276;Jatobá do Piauí ;PI;4875
2205300;Jerumenha ;PI;4447
2205359;João Costa ;PI;3005
2205409;Joaquim Pires ;PI;14376
2205458;Joca Marques ;PI;5466
2205508;José de Freitas ;PI;39336
2205516;Juazeiro do Piauí ;PI;5485
2205524;Júlio Borges ;PI;5640
2205532;Jurema ;PI;4777
2205540;Lagoinha do Piauí ;PI;2858
2205557;Lagoa Alegre ;PI;8577
2205565;Lagoa do Barro do Piauí ;PI;4656
2205573;Lagoa de São Francisco ;PI;6777
2205581;Lagoa do Piauí ;PI;4075
2205599;Lagoa do Sítio ;PI;5198
2205607;Landri Sales ;PI;5283
2205706;Luís Correia ;PI;30438
2205805;Luzilândia ;PI;25504
2205854;Madeiro ;PI;8342
2205904;Manoel Emídio ;PI;5351
2205953;Marcolândia ;PI;8543
2206001;Marcos Parente ;PI;4547
2206050;Massapê do Piauí ;PI;6449
2206100;Matias Olímpio ;PI;10958
2206209;Miguel Alves ;PI;33833
2206308;Miguel Leão ;PI;1242
2206357;Milton Brandão ;PI;6608
2206407;Monsenhor Gil ;PI;10564
2206506;Monsenhor Hipólito ;PI;7767
2206605;Monte Alegre do Piauí ;PI;10615
2206654;Morro Cabeça no Tempo ;PI;4530
2206670;Morro do Chapéu do Piauí ;PI;6811
2206696;Murici dos Portelas ;PI;9209
2206704;Nazaré do Piauí ;PI;7322
2206720;Nazária ;PI;8602
2206753;Nossa Senhora de Nazaré ;PI;4891
2206803;Nossa Senhora dos Remédios ;PI;8723
2206902;Novo Oriente do Piauí ;PI;6556
2206951;Novo Santo Antônio ;PI;3003
2207009;Oeiras ;PI;37085
2207108;Olho D'Água do Piauí ;PI;2468
2207207;Padre Marcos ;PI;6873
2207306;Paes Landim ;PI;4126
2207355;Pajeú do Piauí ;PI;3404
2207405;Palmeira do Piauí ;PI;5036
2207504;Palmeirais ;PI;14587
2207553;Paquetá ;PI;3937
2207603;Parnaguá ;PI;10819
2207702;Parnaíba ;PI;153482
2207751;Passagem Franca do Piauí ;PI;4323
2207777;Patos do Piauí ;PI;6406
2207793;Pau D'Arco do Piauí ;PI;4065
2207801;Paulistana ;PI;20554
2207850;Pavussu ;PI;3669
2207900;Pedro II ;PI;38778
2207934;Pedro Laurentino ;PI;2544
2207959;Nova Santa Rita ;PI;4383
2208007;Picos ;PI;78431
2208106;Pimenteiras ;PI;12139
2208205;Pio IX ;PI;18459
2208304;Piracuruca ;PI;28874
2208403;Piripiri ;PI;63787
2208502;Porto ;PI;12608
2208551;Porto Alegre do Piauí ;PI;2720
2208601;Prata do Piauí ;PI;3150
2208650;Queimada Nova ;PI;9017
2208700;Redenção do Gurguéia ;PI;8796
2208809;Regeneração ;PI;17979
2208858;Riacho Frio ;PI;4309
2208874;Ribeira do Piauí ;PI;4488
2208908;Ribeiro Gonçalves ;PI;7376
2209005;Rio Grande do Piauí ;PI;6433
2209104;Santa Cruz do Piauí ;PI;6247
2209153;Santa Cruz dos Milagres ;PI;4033
2209203;Santa Filomena ;PI;6254
2209302;Santa Luz ;PI;5882
2209351;Santana do Piauí ;PI;4642
2209377;Santa Rosa do Piauí ;PI;5255
2209401;Santo Antônio de Lisboa ;PI;6441
2209450;Santo Antônio dos Milagres ;PI;2166
2209500;Santo Inácio do Piauí ;PI;3803
2209559;São Braz do Piauí ;PI;4451
2209609;São Félix do Piauí ;PI;2932
2209658;São Francisco de Assis do Piauí ;PI;5779
2209708;São Francisco do Piauí ;PI;6420
2209757;São Gonçalo do Gurguéia ;PI;3057
2209807;São Gonçalo do Piauí ;PI;5030
2209856;São João da Canabrava ;PI;4614
2209872;São João da Fronteira ;PI;6064
2209906;São João da Serra ;PI;6122
2209955;São João da Varjota ;PI;4848
2209971;São João do Arraial ;PI;8038
2210003;São João do Piauí ;PI;20662
2210052;São José do Divino ;PI;5354
2210102;São José do Peixe ;PI;3741
2210201;São José do Piauí ;PI;6700
2210300;São Julião ;PI;6371
2210359;São Lourenço do Piauí ;PI;4577
2210375;São Luis do Piauí ;PI;2646
2210383;São Miguel da Baixa Grande ;PI;2454
2210391;São Miguel do Fidalgo ;PI;3038
2210409;São Miguel do Tapuio ;PI;17639
2210508;São Pedro do Piauí ;PI;14324
2210607;São Raimundo Nonato ;PI;34877
2210623;Sebastião Barros ;PI;3451
2210631;Sebastião Leal ;PI;4303
2210656;Sigefredo Pacheco ;PI;10058
2210706;Simões ;PI;14649
2210805;Simplício Mendes ;PI;12746
2210904;Socorro do Piauí ;PI;4563
2210938;Sussuapara ;PI;6767
2210953;Tamboril do Piauí ;PI;2929
2210979;Tanque do Piauí ;PI;2773
2211001;Teresina ;PI;868075
2211100;União ;PI;44569
2211209;Uruçuí ;PI;21655
2211308;Valença do Piauí ;PI;20929
2211357;Várzea Branca ;PI;4938
2211407;Várzea Grande ;PI;4386
2211506;Vera Mendes ;PI;3080
2211605;Vila Nova do Piauí ;PI;2952
2211704;Wall Ferraz ;PI;4471
2300101;Abaiara ;CE;11853
2300150;Acarape ;CE;15036
2300200;Acaraú ;CE;63104
2300309;Acopiara ;CE;54481
2300408;Aiuaba ;CE;17493
2300507;Alcântaras ;CE;11781
2300606;Altaneira ;CE;7650
2300705;Alto Santo ;CE;17196
2300754;Amontada ;CE;43829
2300804;Antonina do Norte ;CE;7378
2300903;Apuiarés ;CE;14672
2301000;Aquiraz ;CE;80935
2301109;Aracati ;CE;74975
2301208;Aracoiaba ;CE;26535
2301257;Ararendá ;CE;10959
2301307;Araripe ;CE;21654
2301406;Aratuba ;CE;11802
2301505;Arneiroz ;CE;7844
2301604;Assaré ;CE;23478
2301703;Aurora ;CE;24610
2301802;Baixio ;CE;6303
2301851;Banabuiú ;CE;18256
2301901;Barbalha ;CE;61228
2301950;Barreira ;CE;22573
2302008;Barro ;CE;22758
2302057;Barroquinha ;CE;15044
2302107;Baturité ;CE;35941
2302206;Beberibe ;CE;53949
2302305;Bela Cruz ;CE;32722
2302404;Boa Viagem ;CE;54577
2302503;Brejo Santo ;CE;49842
2302602;Camocim ;CE;63907
2302701;Campos Sales ;CE;27470
2302800;Canindé ;CE;77244
2302909;Capistrano ;CE;17786
2303006;Caridade ;CE;22782
2303105;Cariré ;CE;18459
2303204;Caririaçu ;CE;26987
2303303;Cariús ;CE;18699
2303402;Carnaubal ;CE;17685
2303501;Cascavel ;CE;72232
2303600;Catarina ;CE;20871
2303659;Catunda ;CE;10376
2303709;Caucaia ;CE;365212
2303808;Cedro ;CE;25585
2303907;Chaval ;CE;13091
2303931;Choró ;CE;13565
2303956;Chorozinho ;CE;20274
2304004;Coreaú ;CE;23239
2304103;Crateús ;CE;75159
2304202;Crato ;CE;133031
2304236;Croatá ;CE;18133
2304251;Cruz ;CE;24977
2304269;Deputado Irapuan Pinheiro ;CE;9662
2304277;Ererê ;CE;7225
2304285;Eusébio ;CE;54337
2304301;Farias Brito ;CE;19389
2304350;Forquilha ;CE;24452
2304400;Fortaleza ;CE;2686612
2304459;Fortim ;CE;16631
2304509;Frecheirinha ;CE;14134
2304608;General Sampaio ;CE;7694
2304657;Graça ;CE;14407
2304707;Granja ;CE;54962
2304806;Granjeiro ;CE;4814
2304905;Groaíras ;CE;11144
2304954;Guaiúba ;CE;26290
2305001;Guaraciaba do Norte ;CE;40784
2305100;Guaramiranga ;CE;5132
2305209;Hidrolândia ;CE;20053
2305233;Horizonte ;CE;68529
2305266;Ibaretama ;CE;13369
2305308;Ibiapina ;CE;25082
2305332;Ibicuitinga ;CE;12629
2305357;Icapuí ;CE;20060
2305407;Icó ;CE;68162
2305506;Iguatu ;CE;103074
2305605;Independência ;CE;26187
2305654;Ipaporanga ;CE;11596
2305704;Ipaumirim ;CE;12485
2305803;Ipu ;CE;42058
2305902;Ipueiras ;CE;38114
2306009;Iracema ;CE;14326
2306108;Irauçuba ;CE;24305
2306207;Itaiçaba ;CE;7866
2306256;Itaitinga ;CE;38325
2306306;Itapajé ;CE;53067
2306405;Itapipoca ;CE;130539
2306504;Itapiúna ;CE;20520
2306553;Itarema ;CE;42215
2306603;Itatira ;CE;21836
2306702;Jaguaretama ;CE;18147
2306801;Jaguaribara ;CE;11492
2306900;Jaguaribe ;CE;34636
2307007;Jaguaruana ;CE;33834
2307106;Jardim ;CE;27181
2307205;Jati ;CE;8130
2307254;Jijoca de Jericoacoara ;CE;20087
2307304;Juazeiro do Norte ;CE;276264
2307403;Jucás ;CE;24892
2307502;Lavras da Mangabeira ;CE;31492
2307601;Limoeiro do Norte ;CE;59890
2307635;Madalena ;CE;19864
2307650;Maracanaú ;CE;229458
2307700;Maranguape ;CE;130346
2307809;Marco ;CE;27595
2307908;Martinópole ;CE;11321
2308005;Massapê ;CE;39044
2308104;Mauriti ;CE;48168
2308203;Meruoca ;CE;15185
2308302;Milagres ;CE;27462
2308351;Milhã ;CE;13142
2308377;Miraíma ;CE;13894
2308401;Missão Velha ;CE;35480
2308500;Mombaça ;CE;43858
2308609;Monsenhor Tabosa ;CE;17249
2308708;Morada Nova ;CE;61738
2308807;Moraújo ;CE;8779
2308906;Morrinhos ;CE;22685
2309003;Mucambo ;CE;14549
2309102;Mulungu ;CE;10941
2309201;Nova Olinda ;CE;15684
2309300;Nova Russas ;CE;32408
2309409;Novo Oriente ;CE;28673
2309458;Ocara ;CE;25833
2309508;Orós ;CE;21384
2309607;Pacajus ;CE;73188
2309706;Pacatuba ;CE;84554
2309805;Pacoti ;CE;12288
2309904;Pacujá ;CE;6549
2310001;Palhano ;CE;9422
2310100;Palmácia ;CE;13439
2310209;Paracuru ;CE;35304
2310258;Paraipaba ;CE;32992
2310308;Parambu ;CE;31455
2310407;Paramoti ;CE;12252
2310506;Pedra Branca ;CE;43309
2310605;Penaforte ;CE;9143
2310704;Pentecoste ;CE;37900
2310803;Pereiro ;CE;16331
2310852;Pindoretama ;CE;20769
2310902;Piquet Carneiro ;CE;17086
2310951;Pires Ferreira ;CE;11001
2311009;Poranga ;CE;12347
2311108;Porteiras ;CE;14958
2311207;Potengi ;CE;11106
2311231;Potiretama ;CE;6437
2311264;Quiterianópolis ;CE;21166
2311306;Quixadá ;CE;88321
2311355;Quixelô ;CE;16147
2311405;Quixeramobim ;CE;81778
2311504;Quixeré ;CE;22293
2311603;Redenção ;CE;29146
2311702;Reriutaba ;CE;18385
2311801;Russas ;CE;78882
2311900;Saboeiro ;CE;15788
2311959;Salitre ;CE;16635
2312007;Santana do Acaraú ;CE;32654
2312106;Santana do Cariri ;CE;17712
2312205;Santa Quitéria ;CE;43711
2312304;São Benedito ;CE;48131
2312403;São Gonçalo do Amarante ;CE;48869
2312502;São João do Jaguaribe ;CE;7601
2312601;São Luís do Curu ;CE;13044
2312700;Senador Pompeu ;CE;25456
2312809;Senador Sá ;CE;7691
2312908;Sobral ;CE;210711
2313005;Solonópole ;CE;18357
2313104;Tabuleiro do Norte ;CE;30807
2313203;Tamboril ;CE;26225
2313252;Tarrafas ;CE;8573
2313302;Tauá ;CE;59062
2313351;Tejuçuoca ;CE;19371
2313401;Tianguá ;CE;76537
2313500;Trairi ;CE;56291
2313559;Tururu ;CE;16431
2313609;Ubajara ;CE;35047
2313708;Umari ;CE;7736
2313757;Umirim ;CE;19903
2313807;Uruburetama ;CE;22040
2313906;Uruoca ;CE;13915
2313955;Varjota ;CE;18471
2314003;Várzea Alegre ;CE;40903
2314102;Viçosa do Ceará ;CE;61410
2400109;Acari ;RN;11121
2400208;Açu ;RN;58384
2400307;Afonso Bezerra ;RN;11029
2400406;Água Nova ;RN;3272
2400505;Alexandria ;RN;13553
2400604;Almino Afonso ;RN;4710
2400703;Alto do Rodrigues ;RN;14728
2400802;Angicos ;RN;11705
2400901;Antônio Martins ;RN;7154
2401008;Apodi ;RN;35874
2401107;Areia Branca ;RN;27967
2401206;Arês ;RN;14417
2401305;Augusto Severo ;RN;9670
2401404;Baía Formosa ;RN;9322
2401453;Baraúna ;RN;28747
2401503;Barcelona ;RN;3994
2401602;Bento Fernandes ;RN;5525
2401651;Bodó ;RN;2197
2401701;Bom Jesus ;RN;10267
2401800;Brejinho ;RN;12787
2401859;Caiçara do Norte ;RN;6561
2401909;Caiçara do Rio do Vento ;RN;3715
2402006;Caicó ;RN;68343
2402105;Campo Redondo ;RN;11291
2402204;Canguaretama ;RN;34548
2402303;Caraúbas ;RN;20541
2402402;Carnaúba dos Dantas ;RN;8239
2402501;Carnaubais ;RN;10867
2402600;Ceará-Mirim ;RN;73886
2402709;Cerro Corá ;RN;11181
2402808;Coronel Ezequiel ;RN;5504
2402907;Coronel João Pessoa ;RN;4915
2403004;Cruzeta ;RN;7983
2403103;Currais Novos ;RN;44905
2403202;Doutor Severiano ;RN;7072
2403251;Parnamirim ;RN;267036
2403301;Encanto ;RN;5668
2403400;Equador ;RN;6054
2403509;Espírito Santo ;RN;10484
2403608;Extremoz ;RN;28936
2403707;Felipe Guerra ;RN;5997
2403756;Fernando Pedroza ;RN;3067
2403806;Florânia ;RN;9786
2403905;Francisco Dantas ;RN;2813
2404002;Frutuoso Gomes ;RN;4041
2404101;Galinhos ;RN;2845
2404200;Goianinha ;RN;26669
2404309;Governador Dix-Sept Rosado ;RN;13076
2404408;Grossos ;RN;10463
2404507;Guamaré ;RN;15963
2404606;Ielmo Marinho ;RN;13901
2404705;Ipanguaçu ;RN;15626
2404804;Ipueira ;RN;2253
2404853;Itajá ;RN;7595
2404903;Itaú ;RN;5897
2405009;Jaçanã ;RN;9238
2405108;Jandaíra ;RN;6893
2405207;Janduís ;RN;5248
2405306;Januário Cicco ;RN;10275
2405405;Japi ;RN;4995
2405504;Jardim de Angicos ;RN;2606
2405603;Jardim de Piranhas ;RN;14942
2405702;Jardim do Seridó ;RN;12396
2405801;João Câmara ;RN;35160
2405900;João Dias ;RN;2654
2406007;José da Penha ;RN;5946
2406106;Jucurutu ;RN;18315
2406155;Jundiá ;RN;3922
2406205;Lagoa d'Anta ;RN;6811
2406304;Lagoa de Pedras ;RN;7584
2406403;Lagoa de Velhos ;RN;2732
2406502;Lagoa Nova ;RN;15749
2406601;Lagoa Salgada ;RN;8297
2406700;Lajes ;RN;11344
2406809;Lajes Pintadas ;RN;4763
2406908;Lucrécia ;RN;4025
2407005;Luís Gomes ;RN;10146
2407104;Macaíba ;RN;81821
2407203;Macau ;RN;32039
2407252;Major Sales ;RN;4062
2407302;Marcelino Vieira ;RN;8336
2407401;Martins ;RN;8758
2407500;Maxaranguape ;RN;12544
2407609;Messias Targino ;RN;4634
2407708;Montanhas ;RN;11208
2407807;Monte Alegre ;RN;22576
2407906;Monte das Gameleiras ;RN;2084
2408003;Mossoró ;RN;300618
2408102;Natal ;RN;890480
2408201;Nísia Floresta ;RN;27938
2408300;Nova Cruz ;RN;37450
2408409;Olho d'Água do Borges ;RN;4244
2408508;Ouro Branco ;RN;4813
2408607;Paraná ;RN;4276
2408706;Paraú ;RN;3750
2408805;Parazinho ;RN;5272
2408904;Parelhas ;RN;21545
2408953;Rio do Fogo ;RN;10905
2409100;Passa e Fica ;RN;13474
2409209;Passagem ;RN;3102
2409308;Patu ;RN;12809
2409332;Santa Maria ;RN;5621
2409407;Pau dos Ferros ;RN;30600
2409506;Pedra Grande ;RN;3199
2409605;Pedra Preta ;RN;2438
2409704;Pedro Avelino ;RN;6653
2409803;Pedro Velho ;RN;14844
2409902;Pendências ;RN;15272
2410009;Pilões ;RN;3869
2410108;Poço Branco ;RN;15531
2410207;Portalegre ;RN;7906
2410256;Porto do Mangue ;RN;6522
2410306;Serra Caiada ;RN;10522
2410405;Pureza ;RN;9724
2410504;Rafael Fernandes ;RN;5128
2410603;Rafael Godeiro ;RN;3208
2410702;Riacho da Cruz ;RN;3614
2410801;Riacho de Santana ;RN;4199
2410900;Riachuelo ;RN;8220
2411007;Rodolfo Fernandes ;RN;4462
2411056;Tibau ;RN;4140
2411106;Ruy Barbosa ;RN;3592
2411205;Santa Cruz ;RN;39988
2411403;Santana do Matos ;RN;11956
2411429;Santana do Seridó ;RN;2689
2411502;Santo Antônio ;RN;24280
2411601;São Bento do Norte ;RN;2717
2411700;São Bento do Trairí ;RN;4495
2411809;São Fernando ;RN;3595
2411908;São Francisco do Oeste ;RN;4255
2412005;São Gonçalo do Amarante ;RN;103672
2412104;São João do Sabugi ;RN;6207
2412203;São José de Mipibu ;RN;44236
2412302;São José do Campestre ;RN;12879
2412401;São José do Seridó ;RN;4665
2412500;São Miguel ;RN;23655
2412559;São Miguel do Gostoso ;RN;10362
2412609;São Paulo do Potengi ;RN;17720
2412708;São Pedro ;RN;5930
2412807;São Rafael ;RN;8192
2412906;São Tomé ;RN;11053
2413003;São Vicente ;RN;6450
2413102;Senador Elói de Souza ;RN;6127
2413201;Senador Georgino Avelino ;RN;4484
2413300;Serra de São Bento ;RN;5751
2413359;Serra do Mel ;RN;12083
2413409;Serra Negra do Norte ;RN;8092
2413508;Serrinha ;RN;6178
2413557;Serrinha dos Pintos ;RN;4816
2413607;Severiano Melo ;RN;2088
2413706;Sítio Novo ;RN;5561
2413805;Taboleiro Grande ;RN;2586
2413904;Taipu ;RN;12297
2414001;Tangará ;RN;15869
2414100;Tenente Ananias ;RN;10855
2414159;Tenente Laurentino Cruz ;RN;6019
2414209;Tibau do Sul ;RN;14440
2414308;Timbaúba dos Batistas ;RN;2421
2414407;Touros ;RN;33503
2414456;Triunfo Potiguar ;RN;3216
2414506;Umarizal ;RN;10520
2414605;Upanema ;RN;14800
2414704;Várzea ;RN;5515
2414753;Venha-Ver ;RN;4205
2414803;Vera Cruz ;RN;12637
2414902;Viçosa ;RN;1725
2415008;Vila Flor ;RN;3194
2500106;Água Branca ;PB;10306
2500205;Aguiar ;PB;5630
2500304;Alagoa Grande ;PB;28439
2500403;Alagoa Nova ;PB;20921
2500502;Alagoinha ;PB;14560
2500536;Alcantil ;PB;5509
2500577;Algodão de Jandaíra ;PB;2577
2500601;Alhandra ;PB;19727
2500700;São João do Rio do Peixe ;PB;18026
2500734;Amparo ;PB;2251
2500775;Aparecida ;PB;8416
2500809;Araçagi ;PB;16921
2500908;Arara ;PB;13542
2501005;Araruna ;PB;20463
2501104;Areia ;PB;22656
2501153;Areia de Baraúnas ;PB;2116
2501203;Areial ;PB;7027
2501302;Aroeiras ;PB;19116
2501351;Assunção ;PB;4029
2501401;Baía da Traição ;PB;9096
2501500;Bananeiras ;PB;21269
2501534;Baraúna ;PB;4964
2501575;Barra de Santana ;PB;8349
2501609;Barra de Santa Rosa ;PB;15497
2501708;Barra de São Miguel ;PB;6065
2501807;Bayeux ;PB;97203
2501906;Belém ;PB;17705
2502003;Belém do Brejo do Cruz ;PB;7349
2502052;Bernardino Batista ;PB;3536
2502102;Boa Ventura ;PB;5307
2502151;Boa Vista ;PB;7136
2502201;Bom Jesus ;PB;2575
2502300;Bom Sucesso ;PB;4956
2502409;Bonito de Santa Fé ;PB;12022
2502508;Boqueirão ;PB;17870
2502607;Igaracy ;PB;6105
2502706;Borborema ;PB;5287
2502805;Brejo do Cruz ;PB;14206
2502904;Brejo dos Santos ;PB;6464
2503001;Caaporã ;PB;21955
2503100;Cabaceiras ;PB;5661
2503209;Cabedelo ;PB;68767
2503308;Cachoeira dos Índios ;PB;10305
2503407;Cacimba de Areia ;PB;3695
2503506;Cacimba de Dentro ;PB;17178
2503555;Cacimbas ;PB;7199
2503605;Caiçara ;PB;7191
2503704;Cajazeiras ;PB;62289
2503753;Cajazeirinhas ;PB;3205
2503803;Caldas Brandão ;PB;6046
2503902;Camalaú ;PB;6031
2504009;Campina Grande ;PB;411807
2504033;Capim ;PB;6620
2504074;Caraúbas ;PB;4185
2504108;Carrapateira ;PB;2687
2504157;Casserengue ;PB;7499
2504207;Catingueira ;PB;4935
2504306;Catolé do Rocha ;PB;30684
2504355;Caturité ;PB;4875
2504405;Conceição ;PB;19007
2504504;Condado ;PB;6658
2504603;Conde ;PB;25010
2504702;Congo ;PB;4787
2504801;Coremas ;PB;15441
2504850;Coxixola ;PB;1935
2504900;Cruz do Espírito Santo ;PB;17461
2505006;Cubati ;PB;7832
2505105;Cuité ;PB;20334
2505204;Cuitegi ;PB;6775
2505238;Cuité de Mamanguape ;PB;6356
2505279;Curral de Cima ;PB;5218
2505303;Curral Velho ;PB;2512
2505352;Damião ;PB;5370
2505402;Desterro ;PB;8315
2505501;Vista Serrana ;PB;3824
2505600;Diamante ;PB;6528
2505709;Dona Inês ;PB;10413
2505808;Duas Estradas ;PB;3582
2505907;Emas ;PB;3539
2506004;Esperança ;PB;33199
2506103;Fagundes ;PB;11215
2506202;Frei Martinho ;PB;2989
2506251;Gado Bravo ;PB;8303
2506301;Guarabira ;PB;59115
2506400;Gurinhém ;PB;14127
2506509;Gurjão ;PB;3453
2506608;Ibiara ;PB;5903
2506707;Imaculada ;PB;11848
2506806;Ingá ;PB;18144
2506905;Itabaiana ;PB;24419
2507002;Itaporanga ;PB;24828
2507101;Itapororoca ;PB;18823
2507200;Itatuba ;PB;11016
2507309;Jacaraú ;PB;14450
2507408;Jericó ;PB;7745
2507507;João Pessoa ;PB;817511
2507606;Juarez Távora ;PB;7976
2507705;Juazeirinho ;PB;18298
2507804;Junco do Seridó ;PB;7195
2507903;Juripiranga ;PB;10793
2508000;Juru ;PB;9849
2508109;Lagoa ;PB;4653
2508208;Lagoa de Dentro ;PB;7737
2508307;Lagoa Seca ;PB;27617
2508406;Lastro ;PB;2718
2508505;Livramento ;PB;7265
2508554;Logradouro ;PB;4369
2508604;Lucena ;PB;13214
2508703;Mãe d'Água ;PB;3999
2508802;Malta ;PB;5752
2508901;Mamanguape ;PB;45136
2509008;Manaíra ;PB;10972
2509057;Marcação ;PB;8653
2509107;Mari ;PB;21866
2509156;Marizópolis ;PB;6654
2509206;Massaranduba ;PB;13998
2509305;Mataraca ;PB;8539
2509339;Matinhas ;PB;4515
2509370;Mato Grosso ;PB;2926
2509396;Maturéia ;PB;6630
2509404;Mogeiro ;PB;13261
2509503;Montadas ;PB;5738
2509602;Monte Horebe ;PB;4842
2509701;Monteiro ;PB;33433
2509800;Mulungu ;PB;9932
2509909;Natuba ;PB;10451
2510006;Nazarezinho ;PB;7286
2510105;Nova Floresta ;PB;10626
2510204;Nova Olinda ;PB;5920
2510303;Nova Palmeira ;PB;4959
2510402;Olho d'Água ;PB;6462
2510501;Olivedos ;PB;3961
2510600;Ouro Velho ;PB;3046
2510659;Parari ;PB;1758
2510709;Passagem ;PB;2436
2510808;Patos ;PB;108192
2510907;Paulista ;PB;12379
2511004;Pedra Branca ;PB;3802
2511103;Pedra Lavrada ;PB;7899
2511202;Pedras de Fogo ;PB;28533
2511301;Piancó ;PB;16111
2511400;Picuí ;PB;18720
2511509;Pilar ;PB;11977
2511608;Pilões ;PB;6576
2511707;Pilõezinhos ;PB;4955
2511806;Pirpirituba ;PB;10584
2511905;Pitimbu ;PB;19275
2512002;Pocinhos ;PB;18708
2512036;Poço Dantas ;PB;3882
2512077;Poço de José de Moura ;PB;4337
2512101;Pombal ;PB;32802
2512200;Prata ;PB;4238
2512309;Princesa Isabel ;PB;23549
2512408;Puxinanã ;PB;13741
2512507;Queimadas ;PB;44179
2512606;Quixaba ;PB;1983
2512705;Remígio ;PB;19798
2512721;Pedro Régis ;PB;6114
2512747;Riachão ;PB;3619
2512754;Riachão do Bacamarte ;PB;4541
2512762;Riachão do Poço ;PB;4540
2512788;Riacho de Santo Antônio ;PB;1974
2512804;Riacho dos Cavalos ;PB;8541
2512903;Rio Tinto ;PB;24218
2513000;Salgadinho ;PB;3931
2513109;Salgado de São Félix ;PB;12131
2513158;Santa Cecília ;PB;6541
2513208;Santa Cruz ;PB;6581
2513307;Santa Helena ;PB;5871
2513356;Santa Inês ;PB;3593
2513406;Santa Luzia ;PB;15426
2513505;Santana de Mangueira ;PB;5129
2513604;Santana dos Garrotes ;PB;6986
2513653;Joca Claudino ;PB;2639
2513703;Santa Rita ;PB;137349
2513802;Santa Teresinha ;PB;4562
2513851;Santo André ;PB;2509
2513901;São Bento ;PB;34344
2513927;São Bentinho ;PB;4566
2513943;São Domingos do Cariri ;PB;2630
2513968;São Domingos ;PB;3097
2513984;São Francisco ;PB;3384
2514008;São João do Cariri ;PB;4184
2514107;São João do Tigre ;PB;4415
2514206;São José da Lagoa Tapada ;PB;7626
2514305;São José de Caiana ;PB;6376
2514404;São José de Espinharas ;PB;4656
2514453;São José dos Ramos ;PB;5998
2514503;São José de Piranhas ;PB;20329
2514552;São José de Princesa ;PB;3950
2514602;São José do Bonfim ;PB;3588
2514651;São José do Brejo do Cruz ;PB;1811
2514701;São José do Sabugi ;PB;4147
2514800;São José dos Cordeiros ;PB;3618
2514909;São Mamede ;PB;7702
2515005;São Miguel de Taipu ;PB;7410
2515104;São Sebastião de Lagoa de Roça ;PB;11728
2515203;São Sebastião do Umbuzeiro ;PB;3512
2515302;Sapé ;PB;52804
2515401;São Vicente do Seridó ;PB;10848
2515500;Serra Branca ;PB;13754
2515609;Serra da Raiz ;PB;3131
2515708;Serra Grande ;PB;2916
2515807;Serra Redonda ;PB;7021
2515906;Serraria ;PB;6068
2515930;Sertãozinho ;PB;5089
2515971;Sobrado ;PB;7815
2516003;Solânea ;PB;26227
2516102;Soledade ;PB;15102
2516151;Sossêgo ;PB;3594
2516201;Sousa ;PB;69723
2516300;Sumé ;PB;17031
2516409;Tacima ;PB;10969
2516508;Taperoá ;PB;15441
2516607;Tavares ;PB;14759
2516706;Teixeira ;PB;15248
2516755;Tenório ;PB;3081
2516805;Triunfo ;PB;9464
2516904;Uiraúna ;PB;15300
2517001;Umbuzeiro ;PB;9911
2517100;Várzea ;PB;2841
2517209;Vieirópolis ;PB;5372
2517407;Zabelê ;PB;2255
2600054;Abreu e Lima ;PE;100346
2600104;Afogados da Ingazeira ;PE;37404
2600203;Afrânio ;PE;19810
